detection_id,sequence_id,class,order,family,genus,species,common_name,age,sex,group_number
cd00315,6979723,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00316,6979726,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00317,6979727,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00318,6979731,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,2
cd00319,6979735,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00320,6979738,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00321,6979740,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00322,6979744,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00323,6979745,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00324,6979748,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote, , ,1
cd00325,6979749,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper, , ,1
cd00326,d59312s1,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00327,d59312s2,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd00328,d59312s4,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd00329,d59312s9,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Male,1
cd00330,d59312s12,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Male,1
cd00331,d59312s12,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Female,2
cd00332,d59312s13,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,2
cd00333,d59313s1,Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatum,North American Porcupine,Unknown,Unknown,1
cd00334,d59313s43,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd00335,d59313s44,Aves, , , , ,Bird,Unknown,Unknown,1
cd00336,d59313s74,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00337,d59313s75,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00338,d59313s77,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00339,d59313s77,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00340,d59313s78,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00341,d59313s79,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00342,d59313s80,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00343,d59313s81,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00344,d59313s82,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00345,d59313s84,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family,Unknown,Unknown,1
cd00346,d59313s85,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00347,d59313s86,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family,Unknown,Unknown,1
cd00348,d59313s88,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00349,d59313s89,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00350,d59313s91, , , , , ,Animal,Unknown,Unknown,1
cd00351,d59313s97,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00352,d59313s99,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00353,d59313s100,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00354,d59313s112,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Male,1
cd00355,d59313s116,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Male,1
cd00356,d59313s117,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00357,d59313s118,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00358,d59313s125,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family,Unknown,Unknown,1
cd00359,d59313s126,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,4
cd00360,d59313s126,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00361,d59313s127,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Male,1
cd00362,d59313s128,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00363,d59313s129,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00364,d59313s130,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00365,d59313s131,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00366,d59313s131,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00367,d59313s132,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00368,d59313s133,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00369,d59313s134,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00370,d59313s135,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd00371,d59313s136,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00372,d59313s137,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family,Unknown,Unknown,1
cd00373,d59313s138,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family,Unknown,Unknown,1
cd00374,d59313s139,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00375,d59313s142,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00376,d59313s145,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00377,d59313s146,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00378,d59313s147,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00379,d59313s148,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00380,d59313s156,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00381,d59313s158,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00382,d59313s159,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00383,d59313s160,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00384,d59313s161,Mammalia,Rodentia,Sciuridae, , ,Sciuridae Family,Unknown,Unknown,1
cd00385,d59313s164,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00386,d59313s165,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00387,d59313s166,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00388,d59313s167,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00389,d59313s170,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00390,d59313s176,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00391,d59313s177,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00392,d59314s1,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00393,d59314s2,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00394,d59314s3,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00395,d59314s4,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00396,d59314s5,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00397,d59314s9,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00398,d59314s11,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00399,d59314s12,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00400,d59314s13,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00401,d59314s15,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd00402,d59314s16,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Unknown,Unknown,1
cd00403,d59314s17,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Juvenile,Unknown,1
cd00404,d59314s18,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Male,1
cd00405,d59314s19,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Male,1
cd00406,d59314s20,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00407,d59314s21,Mammalia,Carnivora,Canidae,Canis,lupus,Grey Wolf,Unknown,Unknown,1
cd00408,d59314s22,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Female,2
cd00409,d59314s22,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Juvenile,Unknown,1
cd00410,d59314s23,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd00411,d59314s24,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Male,1
cd00412,d59314s25,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00413,d59314s26,Mammalia, , , , ,Mammal,Unknown,Unknown,1
cd00414,d59314s27,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Male,1
cd00415,d59314s27,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Female,1
cd00416,d59314s28,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd00417,d59314s29,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00418,d59315s1,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00419,d59315s2,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00420,d59315s6,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Male,1
cd00421,d59315s8,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00422,d59315s9,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Male,1
cd00423,d59315s12,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,2
cd00424,d59315s13,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,1
cd00425,d59315s17,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,3
cd00426,d59315s18,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd00427,d59315s20,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Unknown,Unknown,1
cd00428,d59315s28,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00429,d59315s29,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00430,d59315s29,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00431,d59315s30,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00432,d59315s30,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00433,d59315s30,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd00434,d59315s31,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00435,d59315s31,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00436,d59315s32,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Male,1
cd00437,d59315s33,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Female,4
cd00438,d59315s34, , , , , ,Animal,Unknown,Unknown,1
cd00439,d59315s35,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00440,d59316s1,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00441,d59316s2,Mammalia,Carnivora,Ursidae,Ursus,americanus,American Black Bear,Unknown,Unknown,1
cd00442,d59316s3,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00443,d59316s3,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd00444,d59316s4,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00445,d59316s4,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00446,d59316s5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00447,d59316s6,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Female,1
cd00448,d59316s7,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00449,d59316s7,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00450,d59316s8,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Male,1
cd00451,d59316s8,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Female,1
cd00452,d59316s9,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00453,d59316s9,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00454,d59316s10,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Male,1
cd00455,d59316s11,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Male,1
cd00456,d59316s19,Mammalia,Cetartiodactyla,Cervidae,Alces,alces,Moose,Adult,Male,1
cd00457,d59316s20,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00458,d59316s21,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00459,d59317s1,Aves,Passeriformes,Corvidae, , ,Corvidae Family,Unknown,Unknown,1
cd00460,d59317s2,Aves,Passeriformes,Corvidae, , ,Corvidae Family,Unknown,Unknown,1
cd00461,d59317s8,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,1
cd00462,d59317s9,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00463,d59317s9,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00464,d59317s16,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,1
cd00465,d59317s17,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,2
cd00466,d59317s17,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,3
cd00467,d59317s18,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00468,d59317s19,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00469,d59317s20,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,2
cd00470,d59317s20,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd00471,d59317s21,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,2
cd00472,d59317s21,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,2
cd00473,d59317s22,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Female,1
cd00474,d59317s23,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Female,1
cd00475,d59317s23,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Juvenile,Unknown,1
cd00476,d59317s24,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00477,d59317s25,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00478,d59317s25,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00479,d59317s25,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,4
cd00480,d59317s26,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00481,d59317s26,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00482,d59317s27,Aves, , , , ,Bird,Unknown,Unknown,1
cd00483,d59317s28,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Female,1
cd00484,d59317s29,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Male,1
cd00485,d59317s31,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,1
cd00486,d59317s32,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,2
cd00487,d59317s33,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00488,d59317s34,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00489,d59317s35,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,2
cd00490,d59317s36,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00491,d59317s37,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,2
cd00492,d59317s37,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00493,d59317s39,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd00494,d59317s40,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00495,d59317s41,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00496,d59317s42,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,2
cd00497,d59317s43,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Unknown,Unknown,1
cd00498,d59317s44,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Male,1
cd00499,d59317s45,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,1
cd00500,d59317s46,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,1
cd00501,d59317s47,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,1
cd00502,d59317s48,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00503,d59317s49,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00504,d59317s50,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00505,d59317s50,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00506,d59317s51,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00507,d59317s52,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00508,d59317s52,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00509,d59317s53,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,1
cd00510,d59317s54,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,1
cd00511,d59317s55,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,1
cd00512,d59317s56,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00513,d59317s58,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Male,1
cd00514,d59317s59,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,Unknown,Unknown,1
cd00515,d59317s60,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Camera Trapper,Unknown,Unknown,1
cd00516,d59318s3,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00517,d59318s4,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00518,d59318s5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00519,d59318s6,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00520,d59318s7,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Adult,Female,1
cd00521,d59318s8,Mammalia,Cetartiodactyla,Cervidae,Cervus,canadensis,Elk,Juvenile,Unknown,1
cd00522,d59318s11,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00523,d59318s12, , , , , ,Animal,Unknown,Unknown,1
cd00524,d59318s14,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00525,d59318s14,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00526,d59318s14,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,1
cd00527,d59318s15,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00528,d59318s16,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Unknown,Unknown,3
cd00529,d59318s17,Mammalia,Carnivora,Ursidae,Ursus,americanus,American Black Bear,Unknown,Unknown,1
cd00530,d59318s18,Mammalia,Carnivora,Ursidae,Ursus,americanus,American Black Bear,Adult,Female,1
cd00531,d59318s18,Mammalia,Carnivora,Ursidae,Ursus,americanus,American Black Bear,Juvenile,Unknown,1
cd00532,d59318s19,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00533,d59318s20,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00534,d59318s21,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00535,d59318s24,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00536,d59318s25,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00537,d59318s27,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00538,d59318s28,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00539,d59318s29,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00540,d59318s29,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Juvenile,Unknown,1
cd00541,d59318s30,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
cd00542,d59318s31,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00543,d59318s32,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00544,d59318s33,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00545,d59318s34,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00546,d59318s35,Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,Red Squirrel,Unknown,Unknown,1
cd00547,d59318s36,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,Adult,Female,1
